fuID,sID,Description
LOC_TS_2421,Not Ratified Yet,National
LOC_TS_2422,Not Agreement Yet,International (Treaty)
LOC_TS_2422,Not Ratified Yet,National
LOC_TS_2423,Not Agreement Yet,International (Treaty)
LOC_TS_2423,Not Ratified Yet,National
LOC_TS_2424,Not Agreement Yet,International (Treaty)
LOC_TS_2424,Not Ratified Yet,National
LOC_TS_2425,Not Agreement Yet,International (Treaty)
LOC_TS_2425,Not Ratified Yet,National
LOC_TS_2426,Not Agreement Yet,International (Treaty)
LOC_TS_2426,Not Ratified Yet,National
LOC_TS_2427,Not Agreement Yet,International (Treaty)
LOC_TS_2427,Not Ratified Yet,National
LOC_TS_2428,Not Agreement Yet,International (Treaty)
LOC_TS_2428,Not Ratified Yet,National
LOC_TS_2429,Not Agreement Yet,International (Treaty)
LOC_TS_2429,Not Ratified Yet,National
LOC_TS_2430,Not Agreement Yet,International (Treaty)
LOC_TS_2430,Not Ratified Yet,National
LOC_TS_2431,Not Agreement Yet,International (Treaty)
LOC_TS_2431,Not Ratified Yet,National
LOC_TS_2432,Not Agreement Yet,International (Treaty)
LOC_TS_2432,Not Ratified Yet,National
LOC_TS_2433,Not Agreement Yet,International (Treaty)
LOC_TS_2433,Not Ratified Yet,National
LOC_TS_2434,Not Agreement Yet,International (Treaty)
LOC_TS_2434,Not Ratified Yet,National
LOC_TS_2435,Not Agreement Yet,International (Treaty)
LOC_TS_2435,Not Ratified Yet,National
LOC_TS_2436,Not Agreement Yet,International (Treaty)
LOC_TS_2436,Not Ratified Yet,National
LOC_TS_2437,Not Agreement Yet,International (Treaty)
LOC_TS_2437,Not Ratified Yet,National
LOC_TS_2438,Not Agreement Yet,International (Treaty)
LOC_TS_2438,Not Ratified Yet,National
LOC_TS_2439,Not Agreement Yet,International (Treaty)
LOC_TS_2439,Not Ratified Yet,National
LOC_TS_2440,Not Agreement Yet,International (Treaty)
LOC_TS_2440,Not Ratified Yet,National
LOC_TS_2441,Not Agreement Yet,International (Treaty)
LOC_TS_2441,Not Ratified Yet,National
LOC_TS_2442,Not Agreement Yet,International (Treaty)
LOC_TS_2442,Not Ratified Yet,National
LOC_TS_2443,Not Agreement Yet,International (Treaty)
LOC_TS_2443,Not Ratified Yet,National
LOC_TS_2444,Not Agreement Yet,International (Treaty)
LOC_TS_2444,Not Ratified Yet,National
LOC_TS_2445,Not Agreement Yet,International (Treaty)
LOC_TS_2445,Not Ratified Yet,National
LOC_TS_2446,Not Agreement Yet,International (Treaty)
LOC_TS_2446,Not Ratified Yet,National
LOC_TS_2447,Not Agreement Yet,International (Treaty)
LOC_TS_2447,Not Ratified Yet,National
LOC_TS_2448,Not Agreement Yet,International (Treaty)
LOC_TS_2448,Not Ratified Yet,National
LOC_TS_2449,Not Agreement Yet,International (Treaty)
LOC_TS_2449,Not Ratified Yet,National
LOC_TS_2450,Not Agreement Yet,International (Treaty)
LOC_TS_2450,Not Ratified Yet,National
LOC_TS_2451,Not Agreement Yet,International (Treaty)
LOC_TS_2451,Not Ratified Yet,National
LOC_TS_2452,Not Agreement Yet,International (Treaty)
LOC_TS_2452,Not Ratified Yet,National
LOC_TS_2453,Not Agreement Yet,International (Treaty)
LOC_TS_2453,Not Ratified Yet,National
LOC_TS_2454,Not Agreement Yet,International (Treaty)
LOC_TS_2454,Not Ratified Yet,National
LOC_TS_2455,Not Agreement Yet,International (Treaty)
LOC_TS_2455,Not Ratified Yet,National
LOC_TS_2456,Not Agreement Yet,International (Treaty)
LOC_TS_2456,Not Ratified Yet,National
LOC_TS_2457,Not Agreement Yet,International (Treaty)
LOC_TS_2457,Not Ratified Yet,National
LOC_TS_2458,Not Agreement Yet,International (Treaty)
LOC_TS_2458,Not Ratified Yet,National
LOC_TS_2459,Not Agreement Yet,International (Treaty)
LOC_TS_2459,Not Ratified Yet,National
LOC_TS_2460,Not Agreement Yet,International (Treaty)
LOC_TS_2460,Not Ratified Yet,National
LOC_TS_2461,Not Agreement Yet,International (Treaty)
LOC_TS_2461,Not Ratified Yet,National
LOC_TS_2462,Not Agreement Yet,International (Treaty)
LOC_TS_2462,Not Ratified Yet,National
LOC_TS_2463,Not Agreement Yet,International (Treaty)
LOC_TS_2463,Not Ratified Yet,National
LOC_TS_2464,Not Agreement Yet,International (Treaty)
LOC_TS_2464,Not Ratified Yet,National
LOC_TS_2465,Not Agreement Yet,International (Treaty)
LOC_TS_2465,Not Ratified Yet,National
LOC_TS_2466,Not Agreement Yet,International (Treaty)
LOC_TS_2466,Not Ratified Yet,National
LOC_TS_2467,Not Agreement Yet,International (Treaty)
LOC_TS_2467,Not Ratified Yet,National
LOC_TS_2468,Not Agreement Yet,International (Treaty)
LOC_TS_2468,Not Ratified Yet,National
LOC_TS_2469,Not Agreement Yet,International (Treaty)
LOC_TS_2469,Not Ratified Yet,National
LOC_TS_2470,Not Agreement Yet,International (Treaty)
LOC_TS_2470,Not Ratified Yet,National
LOC_TS_2471,Not Agreement Yet,International (Treaty)
LOC_TS_2471,Not Ratified Yet,National
LOC_TS_2472,Not Agreement Yet,International (Treaty)
LOC_TS_2472,Not Ratified Yet,National
LOC_TS_2473,Not Deposit Yet,International 
LOC_TS_2473,Not Ratified Yet,National
LOC_TS_2474,Not Deposit Yet,International 
LOC_TS_2474,Not Ratified Yet,National
LOC_TS_2475,Not Deposit Yet,International 
LOC_TS_2475,Not Ratified Yet,National
LOC_TS_2476,Not Deposit Yet,International 
LOC_TS_2476,Not Ratified Yet,National
LOC_TS_2477,Not Deposit Yet,International 
LOC_TS_2477,Not Ratified Yet,National
LOC_TS_2478,Not Deposit Yet,International 
LOC_TS_2478,Not Ratified Yet,National
LOC_TS_2479,Not Deposit Yet,International 
LOC_TS_2479,Not Ratified Yet,National
LOC_TS_2480,Not Deposit Yet,International 
LOC_TS_2480,Not Ratified Yet,National
LOC_TS_2481,Not Deposit Yet,International 
LOC_TS_2481,Not Ratified Yet,National
LOC_TS_2482,Not Deposit Yet,International 
LOC_TS_2482,Not Ratified Yet,National
LOC_TS_2483,Not Deposit Yet,International 
LOC_TS_2483,Not Ratified Yet,National
LOC_TS_2484,Not Deposit Yet,International 
LOC_TS_2484,Not Ratified Yet,National
LOC_TS_2485,Not Deposit Yet,International 
LOC_TS_2485,Not Ratified Yet,National
LOC_TS_2486,Not Deposit Yet,International 
LOC_TS_2486,Not Ratified Yet,National
LOC_TS_2487,Not Deposit Yet,International 
LOC_TS_2487,Not Ratified Yet,National
LOC_TS_2488,Not Deposit Yet,International 
LOC_TS_2488,Not Ratified Yet,National
LOC_TS_2489,Not Deposit Yet,International 
LOC_TS_2489,Not Ratified Yet,National
LOC_TS_2490,Not Deposit Yet,International 
LOC_TS_2490,Not Ratified Yet,National
LOC_TS_2491,Not Deposit Yet,International 
LOC_TS_2491,Not Ratified Yet,National
LOC_TS_2492,Not Deposit Yet,International 
LOC_TS_2492,Not Ratified Yet,National
LOC_TS_2493,Not Deposit Yet,International 
LOC_TS_2493,Not Ratified Yet,National
LOC_TS_2494,Not Deposit Yet,International 
LOC_TS_2494,Not Ratified Yet,National
LOC_TS_2495,Not Deposit Yet,International 
LOC_TS_2495,Not Ratified Yet,National
LOC_TS_2496,Not Deposit Yet,International 
LOC_TS_2496,Not Ratified Yet,National
LOC_TS_2497,Not Agreement Yet,International (Treaty)
LOC_TS_2497,Not Ratified Yet,National
LOC_TS_2498,Not Agreement Yet,International (Treaty)
LOC_TS_2498,Not Ratified Yet,National
LOC_TS_2499,Not Agreement Yet,International (Treaty)
LOC_TS_2499,Not Ratified Yet,National
LOC_TS_2500,Not Agreement Yet,International (Treaty)
LOC_TS_2500,Not Ratified Yet,National
LOC_TS_2501,Not Agreement Yet,International (Treaty)
LOC_TS_2501,Not Ratified Yet,National
LOC_TS_2502,Not Agreement Yet,International (Treaty)
LOC_TS_2502,Not Ratified Yet,National
LOC_TS_2503,Not Agreement Yet,International (Treaty)
LOC_TS_2503,Not Ratified Yet,National
LOC_TS_2504,Not Agreement Yet,International (Treaty)
LOC_TS_2504,Not Ratified Yet,National
LOC_TS_2505,Not Agreement Yet,International (Treaty)
LOC_TS_2505,Not Ratified Yet,National
LOC_TS_2506,Not Agreement Yet,International (Treaty)
LOC_TS_2506,Not Ratified Yet,National
LOC_TS_2507,Not Agreement Yet,International (Treaty)
LOC_TS_2507,Not Ratified Yet,National
LOC_TS_2508,Not Agreement Yet,International (Treaty)
LOC_TS_2508,Not Ratified Yet,National
LOC_TS_2509,Not Agreement Yet,International (Treaty)
LOC_TS_2509,Not Ratified Yet,National
LOC_TS_2510,Not Agreement Yet,International (Treaty)
LOC_TS_2510,Not Ratified Yet,National
LOC_TS_2511,Not Agreement Yet,International (Treaty)
LOC_TS_2511,Not Ratified Yet,National
LOC_TS_2512,Not Agreement Yet,International (Treaty)
LOC_TS_2512,Not Ratified Yet,National
LOC_TS_2513,Not Agreement Yet,International (Treaty)
LOC_TS_2513,Not Ratified Yet,National
LOC_TS_2514,Not Agreement Yet,International (Treaty)
LOC_TS_2514,Not Ratified Yet,National
LOC_TS_2515,Not Agreement Yet,International (Treaty)
LOC_TS_2515,Not Ratified Yet,National
LOC_TS_2516,Not Agreement Yet,International (Treaty)
LOC_TS_2516,Not Ratified Yet,National
LOC_TS_2517,Not Agreement Yet,International (Treaty)
LOC_TS_2517,Not Ratified Yet,National
LOC_TS_2518,Not Agreement Yet,International (Treaty)
LOC_TS_2518,Not Ratified Yet,National
LOC_TS_2519,Not Agreement Yet,International (Treaty)
LOC_TS_2519,Not Ratified Yet,National
LOC_TS_2520,Not Agreement Yet,International (Treaty)
LOC_TS_2520,Not Ratified Yet,National
LOC_TS_2521,Not Agreement Yet,International (Treaty)
LOC_TS_2521,Not Ratified Yet,National
LOC_TS_2522,Not Agreement Yet,International (Treaty)
LOC_TS_2522,Not Ratified Yet,National
LOC_TS_2523,Not Agreement Yet,International (Treaty)
LOC_TS_2523,Not Ratified Yet,National
LOC_TS_2524,Not Agreement Yet,International (Treaty)
LOC_TS_2524,Not Ratified Yet,National
LOC_TS_2525,Not Agreement Yet,International (Treaty)
LOC_TS_2525,Not Ratified Yet,National
LOC_TS_2526,Not Agreement Yet,International (Treaty)
LOC_TS_2526,Not Ratified Yet,National
LOC_TS_2527,Not Agreement Yet,International (Treaty)
LOC_TS_2527,Not Ratified Yet,National
LOC_TS_2528,Not Agreement Yet,International (Treaty)
LOC_TS_2528,Not Ratified Yet,National
LOC_TS_2529,Not Agreement Yet,International (Treaty)
LOC_TS_2529,Not Ratified Yet,National
LOC_TS_2530,Not Agreement Yet,International (Treaty)
LOC_TS_2530,Not Ratified Yet,National
LOC_TS_2531,Not Agreement Yet,International (Treaty)
LOC_TS_2531,Not Ratified Yet,National
LOC_TS_2532,Not Agreement Yet,International (Treaty)
LOC_TS_2532,Not Ratified Yet,National
LOC_TS_2533,Not Agreement Yet,International (Treaty)
LOC_TS_2533,Not Ratified Yet,National
LOC_TS_2534,Not Agreement Yet,International (Treaty)
LOC_TS_2534,Not Ratified Yet,National
LOC_TS_2535,Not Agreement Yet,International (Treaty)
LOC_TS_2535,Not Ratified Yet,National
LOC_TS_2536,Not Agreement Yet,International (Treaty)
LOC_TS_2536,Not Ratified Yet,National
LOC_TS_2537,Not Agreement Yet,International (Treaty)
LOC_TS_2537,Not Ratified Yet,National
LOC_TS_2538,Not Agreement Yet,International (Treaty)
LOC_TS_2538,Not Ratified Yet,National
LOC_TS_2539,Not Agreement Yet,International (Treaty)
LOC_TS_2539,Not Ratified Yet,National
LOC_TS_2540,Not Agreement Yet,International (Treaty)
LOC_TS_2540,Not Ratified Yet,National
LOC_TS_2541,Not Agreement Yet,International (Treaty)
LOC_TS_2541,Not Ratified Yet,National
LOC_TS_2542,Not Agreement Yet,International (Treaty)
LOC_TS_2542,Not Ratified Yet,National
LOC_TS_2543,Not Agreement Yet,International (Treaty)
LOC_TS_2543,Not Ratified Yet,National
LOC_TS_2544,Not Agreement Yet,International (Treaty)
LOC_TS_2544,Not Ratified Yet,National
LOC_TS_2545,Not Agreement Yet,International (Treaty)
LOC_TS_2545,Not Ratified Yet,National
LOC_TS_2546,Not Agreement Yet,International (Treaty)
LOC_TS_2546,Not Ratified Yet,National
LOC_TS_2547,Not Agreement Yet,International (Treaty)
LOC_TS_2547,Not Ratified Yet,National
LOC_TS_2548,Not Agreement Yet,International (Treaty)
LOC_TS_2548,Not Ratified Yet,National
LOC_TS_2549,Not Agreement Yet,International (Treaty)
LOC_TS_2549,Not Ratified Yet,National
LOC_TS_2550,Not Agreement Yet,International (Treaty)
LOC_TS_2550,Not Ratified Yet,National
LOC_TS_2551,Not Agreement Yet,International (Treaty)
LOC_TS_2551,Not Ratified Yet,National
LOC_TS_2552,Not Agreement Yet,International (Treaty)
LOC_TS_2552,Not Ratified Yet,National
LOC_TS_2553,Not Agreement Yet,International (Treaty)
LOC_TS_2553,Not Ratified Yet,National
LOC_TS_2554,Not Agreement Yet,International (Treaty)
LOC_TS_2554,Not Ratified Yet,National
LOC_TS_2555,Not Agreement Yet,International (Treaty)
LOC_TS_2555,Not Ratified Yet,National
LOC_TS_2556,Not Agreement Yet,International (Treaty)
LOC_TS_2556,Not Ratified Yet,National
LOC_TS_2557,Not Agreement Yet,International (Treaty)
LOC_TS_2557,Not Ratified Yet,National
LOC_TS_2558,Not Agreement Yet,International (Treaty)
LOC_TS_2558,Not Ratified Yet,National
LOC_TS_2559,Not Agreement Yet,International (Treaty)
LOC_TS_2559,Not Ratified Yet,National
LOC_TS_2560,Not Agreement Yet,International (Treaty)
LOC_TS_2560,Not Ratified Yet,National
LOC_TS_2561,Not Agreement Yet,International (Treaty)
LOC_TS_2561,Not Ratified Yet,National
LOC_TS_2562,Not Agreement Yet,International (Treaty)
LOC_TS_2562,Not Ratified Yet,National
LOC_TS_2563,Not Agreement Yet,International (Treaty)
LOC_TS_2563,Not Ratified Yet,National
LOC_TS_2564,Not Agreement Yet,International (Treaty)
LOC_TS_2564,Not Ratified Yet,National
LOC_TS_2565,Not Agreement Yet,International (Treaty)
LOC_TS_2565,Not Ratified Yet,National
LOC_TS_2566,Not Agreement Yet,International (Treaty)
LOC_TS_2566,Not Ratified Yet,National
LOC_TS_2567,Not Agreement Yet,International (Treaty)
LOC_TS_2567,Not Ratified Yet,National
LOC_TS_2568,Not Agreement Yet,International (Treaty)
LOC_TS_2568,Not Ratified Yet,National
LOC_TS_2569,Not Agreement Yet,International (Treaty)
LOC_TS_2569,Not Ratified Yet,National
LOC_TS_2570,Not Agreement Yet,International (Treaty)
LOC_TS_2570,Not Ratified Yet,National
LOC_TS_2571,Not Agreement Yet,International (Treaty)
LOC_TS_2571,Not Ratified Yet,National
LOC_TS_2572,Not Agreement Yet,International (Treaty)
LOC_TS_2572,Not Ratified Yet,National
LOC_TS_2573,Not Agreement Yet,International (Treaty)
LOC_TS_2573,Not Ratified Yet,National
LOC_TS_2574,Not Agreement Yet,International (Treaty)
LOC_TS_2574,Not Ratified Yet,National
LOC_TS_2575,Not Agreement Yet,International (Treaty)
LOC_TS_2575,Not Ratified Yet,National
LOC_TS_2576,Not Agreement Yet,International (Treaty)
LOC_TS_2576,Not Ratified Yet,National
LOC_TS_2577,Not Agreement Yet,International (Treaty)
LOC_TS_2577,Not Ratified Yet,National
LOC_TS_2578,Not Agreement Yet,International (Treaty)
LOC_TS_2578,Not Ratified Yet,National
LOC_TS_2579,Not Agreement Yet,International (Treaty)
LOC_TS_2579,Not Ratified Yet,National
LOC_TS_2580,Not Agreement Yet,International (Treaty)
LOC_TS_2580,Not Ratified Yet,National
LOC_TS_2581,Not Agreement Yet,International (Treaty)
LOC_TS_2581,Not Ratified Yet,National
LOC_TS_2582,Not Agreement Yet,International (Treaty)
LOC_TS_2582,Not Ratified Yet,National
LOC_TS_2583,Not Agreement Yet,International (Treaty)
LOC_TS_2583,Not Ratified Yet,National
LOC_TS_2584,Not Agreement Yet,International (Treaty)
LOC_TS_2584,Not Ratified Yet,National
LOC_TS_2585,Not Agreement Yet,International (Treaty)
LOC_TS_2585,Not Ratified Yet,National
LOC_TS_2586,Not Agreement Yet,International (Treaty)
LOC_TS_2586,Not Ratified Yet,National
LOC_TS_2587,Not Agreement Yet,International (Treaty)
LOC_TS_2587,Not Ratified Yet,National
LOC_TS_2588,Not Agreement Yet,International (Treaty)
LOC_TS_2588,Not Ratified Yet,National
LOC_TS_2589,Not Agreement Yet,International (Treaty)
LOC_TS_2589,Not Ratified Yet,National
LOC_TS_2590,Not Agreement Yet,International (Treaty)
LOC_TS_2590,Not Ratified Yet,National
LOC_TS_2591,Not Agreement Yet,International (Treaty)
LOC_TS_2591,Not Ratified Yet,National
LOC_TS_2592,Not Agreement Yet,International (Treaty)
LOC_TS_2592,Not Ratified Yet,National
LOC_TS_2593,Not Agreement Yet,International (Treaty)
LOC_TS_2593,Not Ratified Yet,National
LOC_TS_2594,Not Agreement Yet,International (Treaty)
LOC_TS_2594,Not Ratified Yet,National
LOC_TS_2595,Not Agreement Yet,International (Treaty)
LOC_TS_2595,Not Ratified Yet,National
LOC_TS_2596,Not Agreement Yet,International (Treaty)
LOC_TS_2596,Not Ratified Yet,National
LOC_TS_2597,Not Agreement Yet,International (Treaty)
LOC_TS_2597,Not Ratified Yet,National
LOC_TS_2598,Not Agreement Yet,International (Treaty)
LOC_TS_2598,Not Ratified Yet,National
LOC_TS_2599,Not Agreement Yet,International (Treaty)
LOC_TS_2599,Not Ratified Yet,National
LOC_CZ_0001,Not Deposit Yet,International
LOC_CZ_0002,Not Deposit Yet,International
LOC_CZ_0003,Not Deposit Yet,International
LOC_CZ_0004,Not Deposit Yet,International
LOC_CZ_0005,Not Deposit Yet,International
LOC_CZ_0006,Not Deposit Yet,International
LOC_CZ_0007,Not Deposit Yet,International
LOC_CZ_0008,Not Deposit Yet,International
LOC_CZ_0009,Not Deposit Yet,International
LOC_CZ_0010,Not Deposit Yet,International
LOC_CZ_0011,Not Deposit Yet,International
LOC_CZ_0012,Not Deposit Yet,International
LOC_CZ_0013,Not Deposit Yet,International
LOC_CZ_0014,Not Deposit Yet,International
LOC_CZ_0015,Not Deposit Yet,International
LOC_CZ_0016,Not Deposit Yet,International
LOC_CZ_0017,Not Deposit Yet,International
LOC_CZ_0018,Not Deposit Yet,International
LOC_CZ_0019,Not Deposit Yet,International
LOC_CZ_0020,Not Deposit Yet,International
LOC_CZ_0021,Not Deposit Yet,International
LOC_CZ_0022,Not Deposit Yet,International
LOC_CZ_0023,Not Deposit Yet,International
LOC_CZ_0024,Not Deposit Yet,International
LOC_CZ_0025,Not Deposit Yet,International
LOC_CZ_0026,Not Deposit Yet,International
LOC_CZ_0027,Not Deposit Yet,International
LOC_CZ_0028,Not Deposit Yet,International
LOC_CZ_0029,Not Deposit Yet,International
LOC_CZ_0030,Not Deposit Yet,International
LOC_CZ_0031,Not Deposit Yet,International
LOC_CZ_0032,Not Deposit Yet,International
LOC_CZ_0033,Not Deposit Yet,International
LOC_CZ_0034,Not Deposit Yet,International
LOC_CZ_0035,Not Deposit Yet,International
LOC_CZ_0036,Not Deposit Yet,International
LOC_CZ_0037,Not Deposit Yet,International
LOC_CZ_0038,Not Deposit Yet,International
LOC_CZ_0039,Not Deposit Yet,International
LOC_CZ_0040,Not Deposit Yet,International
LOC_CZ_0041,Not Deposit Yet,International
LOC_CZ_0042,Not Deposit Yet,International
LOC_CZ_0043,Not Deposit Yet,International
LOC_CZ_0044,Not Deposit Yet,International
LOC_CZ_0045,Not Deposit Yet,International
LOC_CZ_0046,Not Deposit Yet,International
LOC_CZ_0047,Not Deposit Yet,International
LOC_CZ_0048,Not Deposit Yet,International
LOC_CZ_0049,Not Deposit Yet,International
LOC_CZ_0050,Not Deposit Yet,International
LOC_CZ_0051,Not Deposit Yet,International
LOC_CZ_0052,Not Deposit Yet,International
LOC_CZ_0053,Not Deposit Yet,International
LOC_CZ_0054,Not Deposit Yet,International
LOC_CZ_0055,Not Deposit Yet,International
LOC_CZ_0056,Not Deposit Yet,International
LOC_CZ_0057,Not Deposit Yet,International
LOC_CZ_0058,Not Deposit Yet,International
LOC_CZ_0059,Not Deposit Yet,International
LOC_CZ_0060,Not Deposit Yet,International
LOC_CZ_0061,Not Deposit Yet,International
LOC_CZ_0062,Not Deposit Yet,International
LOC_CZ_0063,Not Deposit Yet,International
LOC_CZ_0064,Not Deposit Yet,International
LOC_CZ_0065,Not Deposit Yet,International
LOC_CZ_0066,Not Deposit Yet,International
LOC_CZ_0067,Not Deposit Yet,International
LOC_CZ_0068,Not Deposit Yet,International
LOC_CZ_0069,Not Deposit Yet,International
LOC_CZ_0070,Not Deposit Yet,International
LOC_CZ_0071,Not Deposit Yet,International
LOC_CZ_0072,Not Deposit Yet,International
LOC_CZ_0073,Not Deposit Yet,International
LOC_CZ_0074,Not Deposit Yet,International
LOC_CZ_0075,Not Deposit Yet,International
LOC_CZ_0076,Not Deposit Yet,International
LOC_CZ_0077,Not Deposit Yet,International
LOC_CZ_0078,Not Deposit Yet,International
LOC_CZ_0079,Not Deposit Yet,International
LOC_CZ_0080,Not Deposit Yet,International
LOC_CZ_0081,Not Deposit Yet,International
LOC_CZ_0082,Not Deposit Yet,International
LOC_CZ_0083,Not Deposit Yet,International
LOC_CZ_0084,Not Deposit Yet,International
LOC_CZ_0085,Not Deposit Yet,International
LOC_CZ_0086,Not Deposit Yet,International
LOC_CZ_0087,Not Deposit Yet,International
LOC_CZ_0088,Not Deposit Yet,International
LOC_CZ_0089,Not Deposit Yet,International
LOC_CZ_0090,Not Deposit Yet,International
LOC_CZ_0091,Not Deposit Yet,International
LOC_CZ_0092,Not Deposit Yet,International
LOC_CZ_0093,Not Deposit Yet,International
LOC_CZ_0094,Not Deposit Yet,International
LOC_CZ_0095,Not Deposit Yet,International
LOC_CZ_0096,Not Deposit Yet,International
LOC_CZ_0097,Not Deposit Yet,International
LOC_CZ_0098,Not Deposit Yet,International
LOC_CZ_0099,Not Deposit Yet,International
LOC_CZ_0100,Not Deposit Yet,International
LOC_CZ_0101,Not Deposit Yet,International
LOC_CZ_0102,Not Deposit Yet,International
LOC_CZ_0103,Not Deposit Yet,International
LOC_CZ_0104,Not Deposit Yet,International
LOC_CZ_0105,Not Deposit Yet,International
LOC_CZ_0106,Not Deposit Yet,International
LOC_CZ_0107,Not Deposit Yet,International
LOC_CZ_0108,Not Deposit Yet,International
LOC_CZ_0109,Not Deposit Yet,International
LOC_CZ_0110,Not Deposit Yet,International
LOC_CZ_0111,Not Deposit Yet,International
LOC_CZ_0112,Not Deposit Yet,International
LOC_CZ_0113,Not Deposit Yet,International
LOC_CZ_0114,Not Deposit Yet,International
LOC_CZ_0115,Not Deposit Yet,International
LOC_CZ_0116,Not Deposit Yet,International
LOC_CZ_0117,Not Deposit Yet,International
LOC_CZ_0118,Not Deposit Yet,International
LOC_CZ_0119,Not Deposit Yet,International
LOC_CZ_0120,Not Deposit Yet,International
LOC_CZ_0121,Not Deposit Yet,International
LOC_CZ_0122,Not Deposit Yet,International
LOC_CZ_0123,Not Deposit Yet,International
LOC_CZ_0124,Not Deposit Yet,International
LOC_CZ_0125,Not Deposit Yet,International
LOC_CZ_0126,Not Deposit Yet,International
LOC_CZ_0127,Not Deposit Yet,International
LOC_CZ_0128,Not Deposit Yet,International
LOC_CZ_0129,Not Deposit Yet,International
LOC_CZ_0130,Not Deposit Yet,International
LOC_CZ_0131,Not Deposit Yet,International
LOC_CZ_0132,Not Deposit Yet,International
LOC_CZ_0133,Not Deposit Yet,International
LOC_CZ_0134,Not Deposit Yet,International
LOC_CZ_0135,Not Deposit Yet,International
LOC_CZ_0136,Not Deposit Yet,International
LOC_CZ_0137,Not Deposit Yet,International
LOC_CZ_0138,Not Deposit Yet,International
LOC_CZ_0139,Not Deposit Yet,International
LOC_CZ_0140,Not Deposit Yet,International
LOC_CZ_0141,Not Deposit Yet,International
LOC_CZ_0142,Not Deposit Yet,International
LOC_CZ_0143,Not Deposit Yet,International
LOC_CZ_0144,Not Deposit Yet,International
LOC_CZ_0145,Not Deposit Yet,International
LOC_CZ_0146,Not Deposit Yet,International
LOC_CZ_0147,Not Deposit Yet,International
LOC_CZ_0148,Not Deposit Yet,International
LOC_CZ_0149,Not Deposit Yet,International
LOC_CZ_0150,Not Deposit Yet,International
LOC_CZ_0151,Not Deposit Yet,International
LOC_CZ_0152,Not Deposit Yet,International
LOC_CZ_0153,Not Deposit Yet,International
LOC_CZ_0154,Not Deposit Yet,International
LOC_CZ_0155,Not Deposit Yet,International
LOC_CZ_0156,Not Deposit Yet,International
LOC_CZ_0157,Not Deposit Yet,International
LOC_CZ_0158,Not Deposit Yet,International
LOC_CZ_0159,Not Deposit Yet,International
LOC_CZ_0160,Not Deposit Yet,International
LOC_CZ_0161,Not Deposit Yet,International
LOC_CZ_0162,Not Deposit Yet,International
LOC_CZ_0163,Not Deposit Yet,International
LOC_CZ_0164,Not Deposit Yet,International
LOC_CZ_0165,Not Deposit Yet,International
LOC_CZ_0166,Not Deposit Yet,International
LOC_CZ_0167,Not Deposit Yet,International
LOC_CZ_0168,Not Deposit Yet,International
LOC_CZ_0169,Not Deposit Yet,International
LOC_CZ_0170,Not Deposit Yet,International
LOC_CZ_0171,Not Deposit Yet,International
LOC_CZ_0172,Not Deposit Yet,International
LOC_CZ_0173,Not Deposit Yet,International
LOC_CZ_0174,Not Deposit Yet,International
LOC_CZ_0175,Not Deposit Yet,International
LOC_CZ_0176,Not Deposit Yet,International
LOC_CZ_0177,Not Deposit Yet,International
LOC_CZ_0178,Not Deposit Yet,International
LOC_CZ_0179,Not Deposit Yet,International
LOC_CZ_0180,Not Deposit Yet,International
LOC_CZ_0181,Not Deposit Yet,International
LOC_CZ_0182,Not Deposit Yet,International
LOC_CZ_0183,Not Deposit Yet,International
LOC_CZ_0184,Not Deposit Yet,International
LOC_CZ_0185,Not Deposit Yet,International
LOC_CZ_0186,Not Deposit Yet,International
LOC_CZ_0187,Not Deposit Yet,International
LOC_CZ_0188,Not Deposit Yet,International
LOC_CZ_0189,Not Deposit Yet,International
LOC_CZ_0190,Not Deposit Yet,International
LOC_CZ_0191,Not Deposit Yet,International
LOC_CZ_0192,Not Deposit Yet,International
LOC_CZ_0193,Not Deposit Yet,International
LOC_CZ_0194,Not Deposit Yet,International
LOC_CZ_0195,Not Deposit Yet,International
LOC_CZ_0196,Not Deposit Yet,International
LOC_CZ_0197,Not Deposit Yet,International
LOC_CZ_0198,Not Deposit Yet,International
LOC_CZ_0199,Not Deposit Yet,International
LOC_CZ_0200,Not Deposit Yet,International
LOC_CZ_0201,Not Deposit Yet,International
LOC_CZ_0202,Not Deposit Yet,International
LOC_CZ_0203,Not Deposit Yet,International
LOC_CZ_0204,Not Deposit Yet,International
LOC_CZ_0205,Not Deposit Yet,International
LOC_CZ_0206,Not Deposit Yet,International
LOC_CZ_0207,Not Deposit Yet,International
LOC_CZ_0208,Not Deposit Yet,International
LOC_CZ_0209,Not Deposit Yet,International
LOC_CZ_0210,Not Deposit Yet,International
LOC_CZ_0211,Not Deposit Yet,International
LOC_CZ_0212,Not Deposit Yet,International
LOC_CZ_0213,Not Deposit Yet,International
LOC_CZ_0214,Not Deposit Yet,International
LOC_CZ_0215,Not Deposit Yet,International
LOC_CZ_0216,Not Deposit Yet,International
LOC_CZ_0217,Not Deposit Yet,International
LOC_CZ_0218,Not Deposit Yet,International
LOC_CZ_0219,Not Deposit Yet,International
LOC_CZ_0220,Not Deposit Yet,International
LOC_CZ_0221,Not Deposit Yet,International
LOC_CZ_0222,Not Deposit Yet,International
LOC_CZ_0223,Not Deposit Yet,International
LOC_CZ_0224,Not Deposit Yet,International
LOC_CZ_0225,Not Deposit Yet,International
