fuID,sID,Description
LOC_EEZ_3282,Not Ratified Yet,National
LOC_EEZ_3282,Not Agreement Yet,International (Treaty)
LOC_EEZ_3283,Not Ratified Yet,National
LOC_EEZ_3283,Not Agreement Yet,International (Treaty)
LOC_EEZ_3284,Not Ratified Yet,National
LOC_EEZ_3284,Not Agreement Yet,International (Treaty)
LOC_EEZ_3285,Not Ratified Yet,National
LOC_EEZ_3285,Not Agreement Yet,International (Treaty)
LOC_EEZ_3286,Not Ratified Yet,National
LOC_EEZ_3286,Not Agreement Yet,International (Treaty)
LOC_EEZ_3287,Not Ratified Yet,National
LOC_EEZ_3287,Not Agreement Yet,International (Treaty)
LOC_EEZ_3288,Not Ratified Yet,National
LOC_EEZ_3288,Not Agreement Yet,International (Treaty)
LOC_EEZ_3289,Not Ratified Yet,National
LOC_EEZ_3289,Not Agreement Yet,International (Treaty)
LOC_EEZ_3290,Not Ratified Yet,National
LOC_EEZ_3290,Not Agreement Yet,International (Treaty)
LOC_EEZ_3291,Not Ratified Yet,National
LOC_EEZ_3291,Not Agreement Yet,International (Treaty)
LOC_EEZ_3292,Not Ratified Yet,National
LOC_EEZ_3292,Not Agreement Yet,International (Treaty)
LOC_EEZ_3293,Not Ratified Yet,National
LOC_EEZ_3293,Not Agreement Yet,International (Treaty)
LOC_EEZ_3294,Not Ratified Yet,National
LOC_EEZ_3294,Not Agreement Yet,International (Treaty)
LOC_EEZ_3295,Not Ratified Yet,National
LOC_EEZ_3295,Not Agreement Yet,International (Treaty)
LOC_EEZ_3296,Not Ratified Yet,National
LOC_EEZ_3296,Not Agreement Yet,International (Treaty)
LOC_EEZ_3297,Not Ratified Yet,National
LOC_EEZ_3297,Not Agreement Yet,International (Treaty)
LOC_EEZ_3298,Not Ratified Yet,National
LOC_EEZ_3298,Not Agreement Yet,International (Treaty)
LOC_EEZ_3299,Not Ratified Yet,National
LOC_EEZ_3299,Not Agreement Yet,International (Treaty)
LOC_EEZ_3300,Not Ratified Yet,National
LOC_EEZ_3300,Not Agreement Yet,International (Treaty)
LOC_EEZ_3301,Not Ratified Yet,National
LOC_EEZ_3301,Not Agreement Yet,International (Treaty)
LOC_EEZ_3302,Not Ratified Yet,National
LOC_EEZ_3302,Not Agreement Yet,International (Treaty)
LOC_EEZ_3303,Not Ratified Yet,National
LOC_EEZ_3303,Not Agreement Yet,International (Treaty)
LOC_EEZ_3304,Not Ratified Yet,National
LOC_EEZ_3304,Not Agreement Yet,International (Treaty)
LOC_EEZ_3305,Not Ratified Yet,National
LOC_EEZ_3305,Not Agreement Yet,International (Treaty)
LOC_EEZ_3306,Not Ratified Yet,National
LOC_EEZ_3306,Not Agreement Yet,International (Treaty)
LOC_EEZ_3307,Not Ratified Yet,National
LOC_EEZ_3307,Not Agreement Yet,International (Treaty)
LOC_EEZ_3308,Not Ratified Yet,National
LOC_EEZ_3308,Not Agreement Yet,International (Treaty)
LOC_EEZ_3309,Not Ratified Yet,National
LOC_EEZ_3309,Not Agreement Yet,International (Treaty)
LOC_EEZ_3310,Not Ratified Yet,National
LOC_EEZ_3310,Not Agreement Yet,International (Treaty)
LOC_EEZ_3311,Not Ratified Yet,National
LOC_EEZ_3311,Not Agreement Yet,International (Treaty)
LOC_EEZ_3312,Not Ratified Yet,National
LOC_EEZ_3312,Not Agreement Yet,International (Treaty)
LOC_EEZ_3313,Not Ratified Yet,National
LOC_EEZ_3313,Not Agreement Yet,International (Treaty)
LOC_EEZ_3314,Not Ratified Yet,National
LOC_EEZ_3314,Not Agreement Yet,International (Treaty)
LOC_EEZ_3315,Not Ratified Yet,National
LOC_EEZ_3315,Not Agreement Yet,International (Treaty)
LOC_EEZ_3316,Not Ratified Yet,National
LOC_EEZ_3316,Not Agreement Yet,International (Treaty)
LOC_EEZ_3317,Not Ratified Yet,National
LOC_EEZ_3317,Not Agreement Yet,International (Treaty)
LOC_EEZ_3318,Not Ratified Yet,National
LOC_EEZ_3318,Not Agreement Yet,International (Treaty)
LOC_EEZ_3319,Not Ratified Yet,National
LOC_EEZ_3319,Not Agreement Yet,International (Treaty)
LOC_EEZ_3320,Not Ratified Yet,National
LOC_EEZ_3320,Not Agreement Yet,International (Treaty)
LOC_EEZ_3321,Not Ratified Yet,National
LOC_EEZ_3321,Not Agreement Yet,International (Treaty)
LOC_EEZ_3322,Not Ratified Yet,National
LOC_EEZ_3322,Not Agreement Yet,International (Treaty)
LOC_EEZ_3323,Not Ratified Yet,National
LOC_EEZ_3323,Not Agreement Yet,International (Treaty)
LOC_EEZ_3324,Not Ratified Yet,National
LOC_EEZ_3324,Not Agreement Yet,International (Treaty)
LOC_EEZ_3325,Not Ratified Yet,National
LOC_EEZ_3325,Not Agreement Yet,International (Treaty)
LOC_EEZ_3326,Not Ratified Yet,National
LOC_EEZ_3326,Not Agreement Yet,International (Treaty)
LOC_EEZ_3327,Not Ratified Yet,National
LOC_EEZ_3327,Not Agreement Yet,International (Treaty)
LOC_EEZ_3328,Not Ratified Yet,National
LOC_EEZ_3328,Not Agreement Yet,International (Treaty)
LOC_EEZ_3329,Not Ratified Yet,National
LOC_EEZ_3329,Not Agreement Yet,International (Treaty)
LOC_EEZ_3330,Not Ratified Yet,National
LOC_EEZ_3330,Not Agreement Yet,International (Treaty)
LOC_EEZ_3331,Not Ratified Yet,National
LOC_EEZ_3331,Not Agreement Yet,International (Treaty)
LOC_EEZ_3332,Not Ratified Yet,National
LOC_EEZ_3332,Not Agreement Yet,International (Treaty)
LOC_EEZ_3333,Not Ratified Yet,National
LOC_EEZ_3333,Not Agreement Yet,International (Treaty)
LOC_EEZ_3334,Not Ratified Yet,National
LOC_EEZ_3334,Not Agreement Yet,International (Treaty)
LOC_EEZ_3335,Not Ratified Yet,National
LOC_EEZ_3335,Not Agreement Yet,International (Treaty)
LOC_EEZ_3336,Not Ratified Yet,National
LOC_EEZ_3336,Not Agreement Yet,International (Treaty)
LOC_EEZ_3337,Not Ratified Yet,National
LOC_EEZ_3337,Not Agreement Yet,International (Treaty)
LOC_EEZ_3338,Not Ratified Yet,National
LOC_EEZ_3338,Not Agreement Yet,International (Treaty)
LOC_EEZ_3339,Not Ratified Yet,National
LOC_EEZ_3339,Not Agreement Yet,International (Treaty)
LOC_EEZ_3340,Not Ratified Yet,National
LOC_EEZ_3340,Not Agreement Yet,International (Treaty)
LOC_EEZ_3341,Not Ratified Yet,National
LOC_EEZ_3341,Not Agreement Yet,International (Treaty)
LOC_EEZ_3342,Not Ratified Yet,National
LOC_EEZ_3342,Not Agreement Yet,International (Treaty)
LOC_EEZ_3343,Not Ratified Yet,National
LOC_EEZ_3343,Not Agreement Yet,International (Treaty)
LOC_EEZ_3344,Not Ratified Yet,National
LOC_EEZ_3344,Not Agreement Yet,International (Treaty)
LOC_EEZ_3345,Not Ratified Yet,National
LOC_EEZ_3345,Not Agreement Yet,International (Treaty)
LOC_EEZ_3346,Not Ratified Yet,National
LOC_EEZ_3346,Not Agreement Yet,International (Treaty)
LOC_EEZ_3347,Not Ratified Yet,National
LOC_EEZ_3347,Not Agreement Yet,International (Treaty)
LOC_EEZ_3348,Not Ratified Yet,National
LOC_EEZ_3348,Not Agreement Yet,International (Treaty)
LOC_EEZ_3349,Not Ratified Yet,National
LOC_EEZ_3349,Not Agreement Yet,International (Treaty)
LOC_EEZ_3350,Not Ratified Yet,National
LOC_EEZ_3350,Not Agreement Yet,International (Treaty)
LOC_EEZ_3351,Not Ratified Yet,National
LOC_EEZ_3351,Not Agreement Yet,International (Treaty)
LOC_EEZ_3352,Not Ratified Yet,National
LOC_EEZ_3352,Not Agreement Yet,International (Treaty)
LOC_EEZ_3353,Not Ratified Yet,National
LOC_EEZ_3353,Not Agreement Yet,International (Treaty)
LOC_EEZ_3354,Not Ratified Yet,National
LOC_EEZ_3354,Not Agreement Yet,International (Treaty)
LOC_EEZ_3355,Not Ratified Yet,National
LOC_EEZ_3355,Not Agreement Yet,International (Treaty)
LOC_EEZ_3356,Not Ratified Yet,National
LOC_EEZ_3356,Not Agreement Yet,International (Treaty)
LOC_EEZ_3357,Not Ratified Yet,National
LOC_EEZ_3357,Not Agreement Yet,International (Treaty)
LOC_EEZ_3358,Not Ratified Yet,National
LOC_EEZ_3358,Not Agreement Yet,International (Treaty)
LOC_EEZ_3359,Not Ratified Yet,National
LOC_EEZ_3359,Not Agreement Yet,International (Treaty)
LOC_EEZ_3360,Not Ratified Yet,National
LOC_EEZ_3360,Not Agreement Yet,International (Treaty)
LOC_EEZ_3361,Not Ratified Yet,National
LOC_EEZ_3361,Not Agreement Yet,International (Treaty)
LOC_EEZ_3362,Not Ratified Yet,National
LOC_EEZ_3362,Not Agreement Yet,International (Treaty)
LOC_EEZ_3363,Not Ratified Yet,National
LOC_EEZ_3363,Not Agreement Yet,International (Treaty)
LOC_EEZ_3364,Not Ratified Yet,National
LOC_EEZ_3364,Not Agreement Yet,International (Treaty)
LOC_EEZ_3365,Not Ratified Yet,National
LOC_EEZ_3365,Not Agreement Yet,International (Treaty)
LOC_EEZ_3366,Not Ratified Yet,National
LOC_EEZ_3366,Not Agreement Yet,International (Treaty)
LOC_EEZ_3367,Not Ratified Yet,National
LOC_EEZ_3367,Not Agreement Yet,International (Treaty)
LOC_EEZ_3368,Not Ratified Yet,National
LOC_EEZ_3368,Not Agreement Yet,International (Treaty)
LOC_EEZ_3369,Not Ratified Yet,National
LOC_EEZ_3369,Not Agreement Yet,International (Treaty)
LOC_EEZ_3370,Not Ratified Yet,National
LOC_EEZ_3370,Not Agreement Yet,International (Treaty)
LOC_EEZ_3371,Not Ratified Yet,National
LOC_EEZ_3371,Not Agreement Yet,International (Treaty)
LOC_EEZ_3372,Not Ratified Yet,National
LOC_EEZ_3372,Not Agreement Yet,International (Treaty)
LOC_EEZ_3373,Not Ratified Yet,National
LOC_EEZ_3373,Not Agreement Yet,International (Treaty)
LOC_EEZ_3374,Not Ratified Yet,National
LOC_EEZ_3374,Not Agreement Yet,International (Treaty)
LOC_EEZ_3375,Not Ratified Yet,National
LOC_EEZ_3375,Not Agreement Yet,International (Treaty)
LOC_EEZ_3376,Not Ratified Yet,National
LOC_EEZ_3376,Not Agreement Yet,International (Treaty)
LOC_EEZ_3377,Not Ratified Yet,National
LOC_EEZ_3377,Not Agreement Yet,International (Treaty)
LOC_EEZ_3378,Not Ratified Yet,National
LOC_EEZ_3378,Not Agreement Yet,International (Treaty)
LOC_EEZ_3379,Not Ratified Yet,National
LOC_EEZ_3379,Not Agreement Yet,International (Treaty)
LOC_EEZ_3380,Not Ratified Yet,National
LOC_EEZ_3380,Not Agreement Yet,International (Treaty)
LOC_EEZ_3381,Not Ratified Yet,National
LOC_EEZ_3381,Not Agreement Yet,International (Treaty)
LOC_EEZ_3382,Not Ratified Yet,National
LOC_EEZ_3382,Not Agreement Yet,International (Treaty)
LOC_EEZ_3383,Not Ratified Yet,National
LOC_EEZ_3383,Not Agreement Yet,International (Treaty)
LOC_EEZ_3384,Not Ratified Yet,National
LOC_EEZ_3384,Not Agreement Yet,International (Treaty)
LOC_EEZ_3385,Not Ratified Yet,National
LOC_EEZ_3385,Not Agreement Yet,International (Treaty)
LOC_EEZ_3386,Not Ratified Yet,National
LOC_EEZ_3386,Not Agreement Yet,International (Treaty)
LOC_EEZ_3387,Not Ratified Yet,National
LOC_EEZ_3387,Not Agreement Yet,International (Treaty)
LOC_EEZ_3388,Not Ratified Yet,National
LOC_EEZ_3388,Not Agreement Yet,International (Treaty)
LOC_EEZ_3389,Not Ratified Yet,National
LOC_EEZ_3389,Not Agreement Yet,International (Treaty)
LOC_EEZ_3390,Not Ratified Yet,National
LOC_EEZ_3390,Not Agreement Yet,International (Treaty)
LOC_EEZ_3391,Not Ratified Yet,National
LOC_EEZ_3391,Not Agreement Yet,International (Treaty)
LOC_EEZ_3392,Not Ratified Yet,National
LOC_EEZ_3392,Not Agreement Yet,International (Treaty)
LOC_EEZ_3393,Not Ratified Yet,National
LOC_EEZ_3393,Not Agreement Yet,International (Treaty)
LOC_EEZ_3394,Not Ratified Yet,National
LOC_EEZ_3394,Not Agreement Yet,International (Treaty)
LOC_EEZ_3395,Not Ratified Yet,National
LOC_EEZ_3395,Not Agreement Yet,International (Treaty)
LOC_EEZ_3396,Not Ratified Yet,National
LOC_EEZ_3396,Not Agreement Yet,International (Treaty)
LOC_EEZ_3397,Not Ratified Yet,National
LOC_EEZ_3397,Not Agreement Yet,International (Treaty)
LOC_EEZ_3398,Not Ratified Yet,National
LOC_EEZ_3398,Not Agreement Yet,International (Treaty)
LOC_EEZ_3399,Not Ratified Yet,National
LOC_EEZ_3399,Not Agreement Yet,International (Treaty)
LOC_EEZ_3400,Not Ratified Yet,National
LOC_EEZ_3400,Not Agreement Yet,International (Treaty)
LOC_EEZ_3401,Not Ratified Yet,National
LOC_EEZ_3401,Not Agreement Yet,International (Treaty)
LOC_EEZ_3402,Not Ratified Yet,National
LOC_EEZ_3402,Not Agreement Yet,International (Treaty)
LOC_EEZ_3403,Not Ratified Yet,National
LOC_EEZ_3403,Not Agreement Yet,International (Treaty)
LOC_EEZ_3404,Not Ratified Yet,National
LOC_EEZ_3404,Not Agreement Yet,International (Treaty)
LOC_EEZ_3405,Not Ratified Yet,National
LOC_EEZ_3405,Not Agreement Yet,International (Treaty)
LOC_EEZ_3406,Not Ratified Yet,National
LOC_EEZ_3406,Not Agreement Yet,International (Treaty)
LOC_EEZ_3407,Not Ratified Yet,National
LOC_EEZ_3407,Not Agreement Yet,International (Treaty)
LOC_EEZ_3408,Not Ratified Yet,National
LOC_EEZ_3408,Not Agreement Yet,International (Treaty)
LOC_EEZ_3409,Not Ratified Yet,National
LOC_EEZ_3409,Not Agreement Yet,International (Treaty)
LOC_EEZ_3410,Not Ratified Yet,National
LOC_EEZ_3410,Not Agreement Yet,International (Treaty)
LOC_EEZ_3411,Not Ratified Yet,National
LOC_EEZ_3411,Not Agreement Yet,International (Treaty)
LOC_EEZ_3412,Not Ratified Yet,National
LOC_EEZ_3412,Not Agreement Yet,International (Treaty)
LOC_EEZ_3413,Not Ratified Yet,National
LOC_EEZ_3413,Not Agreement Yet,International (Treaty)
LOC_EEZ_3414,Not Ratified Yet,National
LOC_EEZ_3414,Not Agreement Yet,International (Treaty)
LOC_EEZ_3415,Not Ratified Yet,National
LOC_EEZ_3415,Not Agreement Yet,International (Treaty)
LOC_EEZ_3416,Not Ratified Yet,National
LOC_EEZ_3416,Not Agreement Yet,International (Treaty)
LOC_EEZ_3417,Not Ratified Yet,National
LOC_EEZ_3417,Not Agreement Yet,International (Treaty)
LOC_EEZ_3418,Not Ratified Yet,National
LOC_EEZ_3418,Not Agreement Yet,International (Treaty)
LOC_EEZ_3419,Not Ratified Yet,National
LOC_EEZ_3419,Not Agreement Yet,International (Treaty)
LOC_EEZ_3420,Not Ratified Yet,National
LOC_EEZ_3420,Not Agreement Yet,International (Treaty)
LOC_EEZ_3421,Not Ratified Yet,National
LOC_EEZ_3421,Not Agreement Yet,International (Treaty)
LOC_EEZ_3422,Not Ratified Yet,National
LOC_EEZ_3422,Not Agreement Yet,International (Treaty)
LOC_EEZ_3423,Not Ratified Yet,National
LOC_EEZ_3423,Not Agreement Yet,International (Treaty)
LOC_EEZ_3424,Not Ratified Yet,National
LOC_EEZ_3424,Not Agreement Yet,International (Treaty)
LOC_EEZ_3425,Not Ratified Yet,National
LOC_EEZ_3425,Not Agreement Yet,International (Treaty)
LOC_EEZ_3426,Not Ratified Yet,National
LOC_EEZ_3426,Not Agreement Yet,International (Treaty)
LOC_EEZ_3427,Not Ratified Yet,National
LOC_EEZ_3427,Not Agreement Yet,International (Treaty)
LOC_EEZ_3428,Not Ratified Yet,National
LOC_EEZ_3428,Not Agreement Yet,International (Treaty)
LOC_EEZ_3429,Not Ratified Yet,National
LOC_EEZ_3429,Not Agreement Yet,International (Treaty)
LOC_EEZ_3430,Not Ratified Yet,National
LOC_EEZ_3430,Not Agreement Yet,International (Treaty)
LOC_EEZ_3431,Not Ratified Yet,National
LOC_EEZ_3431,Not Agreement Yet,International (Treaty)
LOC_EEZ_3432,Not Ratified Yet,National
LOC_EEZ_3432,Not Agreement Yet,International (Treaty)
LOC_EEZ_3433,Not Ratified Yet,National
LOC_EEZ_3433,Not Agreement Yet,International (Treaty)
LOC_EEZ_3434,Not Ratified Yet,National
LOC_EEZ_3434,Not Agreement Yet,International (Treaty)
LOC_EEZ_3435,Not Ratified Yet,National
LOC_EEZ_3435,Not Agreement Yet,International (Treaty)
LOC_EEZ_3436,Not Ratified Yet,National
LOC_EEZ_3436,Not Agreement Yet,International (Treaty)
LOC_EEZ_3437,Not Ratified Yet,National
LOC_EEZ_3437,Not Agreement Yet,International (Treaty)
LOC_EEZ_3438,Not Ratified Yet,National
LOC_EEZ_3438,Not Agreement Yet,International (Treaty)
LOC_EEZ_3439,Not Ratified Yet,National
LOC_EEZ_3439,Not Agreement Yet,International (Treaty)
LOC_EEZ_3440,Not Ratified Yet,National
LOC_EEZ_3440,Not Agreement Yet,International (Treaty)
LOC_EEZ_3441,Not Ratified Yet,National
LOC_EEZ_3441,Not Agreement Yet,International (Treaty)
LOC_EEZ_3442,Not Ratified Yet,National
LOC_EEZ_3442,Not Agreement Yet,International (Treaty)
LOC_EEZ_3443,Not Ratified Yet,National
LOC_EEZ_3443,Not Agreement Yet,International (Treaty)
LOC_EEZ_3444,Not Ratified Yet,National
LOC_EEZ_3444,Not Agreement Yet,International (Treaty)
LOC_EEZ_3445,Not Ratified Yet,National
LOC_EEZ_3445,Not Agreement Yet,International (Treaty)
LOC_EEZ_3446,Not Ratified Yet,National
LOC_EEZ_3446,Not Agreement Yet,International (Treaty)
LOC_EEZ_3447,Not Ratified Yet,National
LOC_EEZ_3447,Not Agreement Yet,International (Treaty)
LOC_EEZ_3448,Not Ratified Yet,National
LOC_EEZ_3448,Not Agreement Yet,International (Treaty)
LOC_EEZ_3449,Not Ratified Yet,National
LOC_EEZ_3449,Not Agreement Yet,International (Treaty)
LOC_EEZ_3450,Not Ratified Yet,National
LOC_EEZ_3450,Not Agreement Yet,International (Treaty)
LOC_EEZ_3451,Not Ratified Yet,National
LOC_EEZ_3451,Not Agreement Yet,International (Treaty)
LOC_EEZ_3452,Not Ratified Yet,National
LOC_EEZ_3452,Not Agreement Yet,International (Treaty)
LOC_EEZ_3453,Not Ratified Yet,National
LOC_EEZ_3453,Not Agreement Yet,International (Treaty)
LOC_EEZ_3454,Not Ratified Yet,National
LOC_EEZ_3454,Not Agreement Yet,International (Treaty)
LOC_EEZ_3455,Not Ratified Yet,National
LOC_EEZ_3455,Not Agreement Yet,International (Treaty)
LOC_EEZ_3456,Not Ratified Yet,National
LOC_EEZ_3456,Not Agreement Yet,International (Treaty)
LOC_EEZ_3457,Not Ratified Yet,National
LOC_EEZ_3457,Not Agreement Yet,International (Treaty)
LOC_EEZ_3458,Not Ratified Yet,National
LOC_EEZ_3458,Not Agreement Yet,International (Treaty)
LOC_EEZ_3459,Not Ratified Yet,National
LOC_EEZ_3459,Not Agreement Yet,International (Treaty)
LOC_EEZ_3460,Not Ratified Yet,National
LOC_EEZ_3460,Not Agreement Yet,International (Treaty)
LOC_EEZ_3461,Not Ratified Yet,National
LOC_EEZ_3461,Not Agreement Yet,International (Treaty)
LOC_EEZ_3462,Not Ratified Yet,National
LOC_EEZ_3462,Not Agreement Yet,International (Treaty)
LOC_EEZ_3463,Not Ratified Yet,National
LOC_EEZ_3463,Not Agreement Yet,International (Treaty)
LOC_EEZ_3464,Not Ratified Yet,National
LOC_EEZ_3464,Not Agreement Yet,International (Treaty)
LOC_EEZ_3465,Not Ratified Yet,National
LOC_EEZ_3465,Not Agreement Yet,International (Treaty)
LOC_EEZ_3466,Not Ratified Yet,National
LOC_EEZ_3466,Not Agreement Yet,International (Treaty)
LOC_EEZ_3467,Not Ratified Yet,National
LOC_EEZ_3467,Not Agreement Yet,International (Treaty)
LOC_EEZ_3468,Not Ratified Yet,National
LOC_EEZ_3468,Not Agreement Yet,International (Treaty)
LOC_EEZ_3469,Not Ratified Yet,National
LOC_EEZ_3469,Not Agreement Yet,International (Treaty)
LOC_EEZ_3470,Not Ratified Yet,National
LOC_EEZ_3470,Not Agreement Yet,International (Treaty)
LOC_EEZ_3471,Not Ratified Yet,National
LOC_EEZ_3471,Not Agreement Yet,International (Treaty)
LOC_EEZ_3472,Not Ratified Yet,National
LOC_EEZ_3472,Not Agreement Yet,International (Treaty)
LOC_EEZ_3473,Not Ratified Yet,National
LOC_EEZ_3473,Not Agreement Yet,International (Treaty)
LOC_EEZ_3474,Not Ratified Yet,National
LOC_EEZ_3474,Not Agreement Yet,International (Treaty)
LOC_EEZ_3475,Not Ratified Yet,National
LOC_EEZ_3475,Not Agreement Yet,International (Treaty)
LOC_EEZ_3476,Not Ratified Yet,National
LOC_EEZ_3476,Not Agreement Yet,International (Treaty)
LOC_EEZ_3477,Not Ratified Yet,National
LOC_EEZ_3477,Not Agreement Yet,International (Treaty)
LOC_EEZ_3478,Not Ratified Yet,National
LOC_EEZ_3478,Not Agreement Yet,International (Treaty)
LOC_EEZ_3479,Not Ratified Yet,National
LOC_EEZ_3479,Not Agreement Yet,International (Treaty)
LOC_EEZ_3480,Not Ratified Yet,National
LOC_EEZ_3480,Not Agreement Yet,International (Treaty)
LOC_EEZ_3481,Not Ratified Yet,National
LOC_EEZ_3481,Not Agreement Yet,International (Treaty)
LOC_EEZ_3482,Not Ratified Yet,National
LOC_EEZ_3482,Not Agreement Yet,International (Treaty)
LOC_EEZ_3483,Not Ratified Yet,National
LOC_EEZ_3483,Not Agreement Yet,International (Treaty)
LOC_EEZ_3484,Not Ratified Yet,National
LOC_EEZ_3484,Not Agreement Yet,International (Treaty)
LOC_EEZ_3485,Not Ratified Yet,National
LOC_EEZ_3485,Not Agreement Yet,International (Treaty)
LOC_EEZ_3486,Not Ratified Yet,National
LOC_EEZ_3486,Not Agreement Yet,International (Treaty)
LOC_EEZ_3487,Not Ratified Yet,National
LOC_EEZ_3487,Not Agreement Yet,International (Treaty)
LOC_EEZ_3488,Not Ratified Yet,National
LOC_EEZ_3488,Not Agreement Yet,International (Treaty)
LOC_EEZ_3489,Not Ratified Yet,National
LOC_EEZ_3489,Not Agreement Yet,International (Treaty)
LOC_EEZ_3490,Not Ratified Yet,National
LOC_EEZ_3490,Not Agreement Yet,International (Treaty)
LOC_EEZ_3491,Not Ratified Yet,National
LOC_EEZ_3491,Not Agreement Yet,International (Treaty)
LOC_EEZ_3492,Not Ratified Yet,National
LOC_EEZ_3492,Not Agreement Yet,International (Treaty)
LOC_EEZ_3493,Not Ratified Yet,National
LOC_EEZ_3493,Not Agreement Yet,International (Treaty)
LOC_EEZ_3494,Not Ratified Yet,National
LOC_EEZ_3494,Not Agreement Yet,International (Treaty)
LOC_EEZ_3495,Not Ratified Yet,National
LOC_EEZ_3495,Not Agreement Yet,International (Treaty)
LOC_EEZ_3496,Not Ratified Yet,National
LOC_EEZ_3496,Not Agreement Yet,International (Treaty)
LOC_EEZ_3497,Not Ratified Yet,National
LOC_EEZ_3497,Not Agreement Yet,International (Treaty)
LOC_EEZ_3498,Not Ratified Yet,National
LOC_EEZ_3498,Not Agreement Yet,International (Treaty)
LOC_EEZ_3499,Not Ratified Yet,National
LOC_EEZ_3499,Not Agreement Yet,International (Treaty)
LOC_EEZ_3500,Not Ratified Yet,National
LOC_EEZ_3500,Not Agreement Yet,International (Treaty)
LOC_EEZ_3501,Not Ratified Yet,National
LOC_EEZ_3501,Not Agreement Yet,International (Treaty)
LOC_EEZ_3502,Not Ratified Yet,National
LOC_EEZ_3502,Not Agreement Yet,International (Treaty)
LOC_EEZ_3503,Not Ratified Yet,National
LOC_EEZ_3503,Not Agreement Yet,International (Treaty)
LOC_EEZ_3504,Not Ratified Yet,National
LOC_EEZ_3504,Not Agreement Yet,International (Treaty)
LOC_EEZ_3505,Not Ratified Yet,National
LOC_EEZ_3505,Not Agreement Yet,International (Treaty)
LOC_EEZ_3506,Not Ratified Yet,National
LOC_EEZ_3506,Not Agreement Yet,International (Treaty)
LOC_EEZ_3507,Not Ratified Yet,National
LOC_EEZ_3507,Not Agreement Yet,International (Treaty)
LOC_EEZ_3508,Not Ratified Yet,National
LOC_EEZ_3508,Not Agreement Yet,International (Treaty)
LOC_EEZ_3509,Not Ratified Yet,National
LOC_EEZ_3509,Not Agreement Yet,International (Treaty)
LOC_EEZ_3510,Not Ratified Yet,National
LOC_EEZ_3510,Not Agreement Yet,International (Treaty)
LOC_EEZ_3511,Not Ratified Yet,National
LOC_EEZ_3511,Not Agreement Yet,International (Treaty)
LOC_EEZ_3512,Not Ratified Yet,National
LOC_EEZ_3512,Not Agreement Yet,International (Treaty)
LOC_EEZ_3513,Not Ratified Yet,National
LOC_EEZ_3513,Not Agreement Yet,International (Treaty)
LOC_EEZ_3514,Not Ratified Yet,National
LOC_EEZ_3514,Not Agreement Yet,International (Treaty)
LOC_EEZ_3515,Not Ratified Yet,National
LOC_EEZ_3515,Not Agreement Yet,International (Treaty)
LOC_EEZ_3516,Not Ratified Yet,National
LOC_EEZ_3516,Not Agreement Yet,International (Treaty)
LOC_EEZ_3517,Not Ratified Yet,National
LOC_EEZ_3517,Not Agreement Yet,International (Treaty)
LOC_EEZ_3518,Not Ratified Yet,National
LOC_EEZ_3518,Not Agreement Yet,International (Treaty)
LOC_EEZ_3519,Not Ratified Yet,National
LOC_EEZ_3519,Not Agreement Yet,International (Treaty)
LOC_EEZ_3520,Not Ratified Yet,National
LOC_EEZ_3520,Not Agreement Yet,International (Treaty)
LOC_EEZ_3521,Not Ratified Yet,National
LOC_EEZ_3521,Not Agreement Yet,International (Treaty)
LOC_EEZ_3522,Not Ratified Yet,National
LOC_EEZ_3522,Not Agreement Yet,International (Treaty)
LOC_EEZ_3523,Not Ratified Yet,National
LOC_EEZ_3523,Not Agreement Yet,International (Treaty)
LOC_EEZ_3524,Not Ratified Yet,National
LOC_EEZ_3524,Not Agreement Yet,International (Treaty)
LOC_EEZ_3525,Not Ratified Yet,National
LOC_EEZ_3525,Not Agreement Yet,International (Treaty)
LOC_EEZ_3526,Not Ratified Yet,National
LOC_EEZ_3526,Not Agreement Yet,International (Treaty)
LOC_EEZ_3527,Not Ratified Yet,National
LOC_EEZ_3527,Not Agreement Yet,International (Treaty)
LOC_EEZ_3528,Not Ratified Yet,National
LOC_EEZ_3528,Not Agreement Yet,International (Treaty)
LOC_EEZ_3529,Not Ratified Yet,National
LOC_EEZ_3529,Not Agreement Yet,International (Treaty)
LOC_EEZ_3530,Not Ratified Yet,National
LOC_EEZ_3530,Not Agreement Yet,International (Treaty)
LOC_EEZ_3531,Not Ratified Yet,National
LOC_EEZ_3531,Not Agreement Yet,International (Treaty)
LOC_EEZ_3532,Not Ratified Yet,National
LOC_EEZ_3532,Not Agreement Yet,International (Treaty)
LOC_EEZ_3533,Not Ratified Yet,National
LOC_EEZ_3533,Not Agreement Yet,International (Treaty)
LOC_EEZ_3534,Not Ratified Yet,National
LOC_EEZ_3534,Not Agreement Yet,International (Treaty)
LOC_EEZ_3535,Not Ratified Yet,National
LOC_EEZ_3535,Not Agreement Yet,International (Treaty)
LOC_EEZ_3536,Not Ratified Yet,National
LOC_EEZ_3536,Not Agreement Yet,International (Treaty)
LOC_EEZ_3537,Not Ratified Yet,National
LOC_EEZ_3537,Not Agreement Yet,International (Treaty)
LOC_EEZ_3538,Not Ratified Yet,National
LOC_EEZ_3538,Not Agreement Yet,International (Treaty)
LOC_EEZ_3539,Not Ratified Yet,National
LOC_EEZ_3539,Not Agreement Yet,International (Treaty)
LOC_EEZ_3540,Not Ratified Yet,National
LOC_EEZ_3540,Not Agreement Yet,International (Treaty)
