fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_CS_2513,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2514,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2515,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2516,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2517,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2518,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2519,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2520,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2521,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2522,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2523,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2524,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2525,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2526,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2527,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2528,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2529,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2530,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2531,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2532,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2533,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2534,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2535,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2536,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2537,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2538,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2539,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2540,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2541,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2542,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2543,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2544,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2545,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2546,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2547,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2548,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2549,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2550,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2551,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2552,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2553,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2554,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2555,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2556,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2557,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2558,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2559,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2560,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2561,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2562,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2563,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2564,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2565,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2566,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2567,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2568,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2569,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2570,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2571,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2572,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2573,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2574,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2575,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2576,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2577,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2578,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2579,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2580,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2581,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2582,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2583,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2584,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2585,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2586,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2587,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2588,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2589,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2590,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2591,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2592,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2593,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2594,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2595,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2596,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2597,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2598,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2599,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2600,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2601,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2602,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2603,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2604,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2605,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2606,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2607,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2608,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2609,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2610,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2611,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2612,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2613,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2614,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2615,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2616,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2617,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2618,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2619,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2620,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2621,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2622,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2623,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2624,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2625,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2626,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2627,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2628,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2629,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2630,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2631,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2632,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2633,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2634,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2635,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2636,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2637,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2638,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2639,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2640,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2641,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2642,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2643,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2644,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2645,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2646,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2647,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2648,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2649,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2650,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2651,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2652,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2653,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2654,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2655,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2656,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2657,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2658,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2659,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2660,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2661,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2662,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2663,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2664,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2665,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2666,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2667,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2668,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2669,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2670,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2671,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2672,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2673,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2674,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2675,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2676,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2677,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2678,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2679,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2680,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2681,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2682,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2683,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2684,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2685,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2686,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2687,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2688,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2689,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2690,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2691,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2692,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2693,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2694,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2695,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2696,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2697,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2698,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2699,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2700,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2701,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2702,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2703,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2704,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2705,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2706,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2707,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2708,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2709,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2710,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2711,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2712,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2713,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2714,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2715,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2716,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2717,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2718,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2719,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2720,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2721,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2722,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2723,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2724,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2725,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2726,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2727,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2728,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2729,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2730,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2731,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2732,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2733,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
