saID,wkt_geom,Location,Scale_Max,Scale_Min
CURVE_TS_01,"MultiLineString ((117.90805555500003265 4.16944444400002112, 117.95002777800004878 4.19111111100005473, 117.95007922100000997 4.19107816500002173, 117.98819848400000865 4.16666547900007345, 118.10314519100006692 4.16666547900007345, 118.26646045400002549 4.09065375500006212))",Celebes Sea,1000000,10000000
CURVE_TS_02,"MultiLineString ((118.26646045399999707 4.09065375500006034, 118.26695895100000655 4.08951544600005956))",Celebes Sea,1000000,10000000
CURVE_TS_03,"MultiLineString ((118.26695895100000655 4.08951544600005956, 118.26863004700000204 4.08546173000002, 118.27021265700000185 4.08137238100005018, 118.2709777889999998 4.0793299530000704, 118.27161112800000353 4.07752894900005014, 118.27283614799999611 4.07393709100005985, 118.27343107299999758 4.07213753500001996, 118.82298262499999453 2.35268661100002019, 119.17486046000000499 1.93310310000004004, 120.22066068099999825 1.23538542000006002, 120.69166942600000425 1.51174917100001993, 120.69432105600000682 1.51324370200006997, 120.69967612499999632 1.51615470300003996, 120.70502768199999366 1.51885855000005998, 120.71036213600000053 1.52135523100003001, 120.71304748199999324 1.52256398600001996, 120.80555331600000102 1.56256704300006, 120.80817268600000602 1.56365566600005002, 120.81344133400000374 1.56575782300006994, 120.81609186299999692 1.56677180700007002, 120.81746673400000702 1.56726401300005991, 120.82022630199999469 1.5682291560000301, 120.82160967699999787 1.56870160500005995, 120.8224437370000004 1.56897962600003993, 120.82417154499999867 1.56953809500003993, 120.82763712300000236 1.5706234110000401, 120.83112173499999642 1.57164520900004989, 120.83462419800000021 1.57260314300004, 120.83814336199999673 1.5734968980000299, 120.84167808899999841 1.57432618500007004, 120.8452272210000018 1.57509073200004002, 120.84878954699999554 1.57579027800006011, 120.85057459799999435 1.57612390100007005, 120.85272474399999965 1.57648117200005999, 120.85703377000000103 1.57714866900005002, 120.86135625599999344 1.57772140300005992, 120.86569011599999612 1.57819909500005995, 120.87003328599999463 1.57858152200004009, 120.87438373000000524 1.57886850200002993, 120.87873935800000424 1.57905989900006993, 120.88309810100000163 1.57915562000005005, 120.89100137399999824 1.57901446300002002, 120.90242931999999598 1.57835461900003993, 120.90813303599999529 1.57785996400002992, 121.4662344639999958 1.51313161800005003, 121.46919125200000167 1.51274324400002991, 121.47509372000000383 1.51187761600005, 121.47803745999999592 1.51140065400005996, 122.46012092200000154 1.3368885780000701, 123.11670866199999352 1.25007351400006006, 124.22878573200000574 1.34966635300002991, 124.55426299600000561 1.85862218900007004, 124.96218564000000129 2.78991870100003014, 125.11718883800000413 4.25627838800005964, 125.11738418999999567 4.25798486500003026, 125.1178044260000064 4.26139846200004957, 125.1182827599999996 4.2648043600000296, 125.11881904800000598 4.2682015300000602, 125.11910387300000025 4.26991041000002003, 125.1194539539999937 4.27179928400004982, 125.12019491700000628 4.27559514200004021, 125.12100847899999678 4.2793760170000601, 125.12189433000000349 4.2831404560000701, 125.12235511599999427 4.28501772000003989, 125.23391442400000528 4.72115641800002006, 125.23455024800000501 4.7235207560000303, 125.23587947999999415 4.72823451700002995, 125.23732278500000348 4.73291439700005956, 125.23887930399999391 4.73755760900001999, 125.23969035899999369 4.73988239200003036, 125.24045544300000188 4.74192302500005969, 125.24203930000000184 4.74601236100006041, 125.24371171800000013 4.75006605600003962, 125.24547190399999863 4.75408218000007032, 125.24731902400000649 4.75805883000004037, 125.24925219300000379 4.76199409400004026, 125.25127049600000362 4.76588610800007029, 125.25337297299999761 4.76973301800007032, 125.2544513490000071 4.77165576700002969, 125.25525863400000048 4.77303350400006998, 125.25690769999999929 4.77579731800005991, 125.25860068100000433 4.77853425900002993, 125.26033716599999934 4.78124365900004022, 125.26211671900000511 4.78392483300006965, 125.26393884499999842 4.78657703800007983, 125.26580307700000105 4.78919959400001982, 125.26770897299999774 4.79179188100004971, 125.26867220600000508 4.79308027600006969, 125.31894268499999612 4.8592024950000301, 125.32037192600000708 4.86103771000006013, 125.32327259000000197 4.86467465800007037, 125.32475111700000525 4.86648487300004984, 125.32616755600000147 4.86814161800004008, 125.32905069100000617 4.87144071900002018, 125.33200492500000678 4.87467594200006982, 125.3350288379999995 4.87784573100003982, 125.33812099300000398 4.88094858100004014, 125.34127992899999526 4.88398302200005041, 125.34450411699999961 4.88694758800006035, 125.34779206000000329 4.88984090100006963, 125.34945898099999795 4.8912756290000603, 125.35075393900000051 4.89234731500005005, 125.3533761239999933 4.89448061200005036, 125.35469614900000579 4.89553616200003994, 125.35858548400000245 4.89859284500005021, 125.35947857300000408 4.89928662000005044, 125.3612724869999937 4.90066402300004977, 125.36217329999999492 4.90134764400005007, 125.36991045000000611 4.90715074600007028, 126.4613237789999971 5.72818488700005002, 126.46374182399999597 5.72994361800004981, 126.46863253600000121 5.73339056700006999, 126.47362364200000684 5.73669004000004001, 126.47871069800000043 5.73983909700007011, 126.48128510300000471 5.74137996400003026, 126.48318599799999618 5.74245202600002003, 126.48702569099999948 5.74456279500004019, 126.49091047100000651 5.74658913700006035, 126.49483848600000613 5.74853008800004961, 126.49880787600000076 5.75038472800003042, 126.50281672900000274 5.75215216200006996, 126.50686312300000225 5.75383154600006996, 126.510945176000007 5.7554220970000598, 126.51300041800000429 5.75619708400005958, 126.51506094500000188 5.75692305700004958, 126.51920842399999856 5.75833369400004003, 126.52338564599999415 5.75965334100004966, 126.52759064800000033 5.76088137600004035, 126.53182141700000329 5.76201721200004968, 126.53607592999999554 5.76306030600006025, 126.54035218100000293 5.76401016400007027, 126.54464809799999614 5.76486632800004006, 126.54680365199999414 5.76527144600003982, 126.54896162000000004 5.7656283870000502, 126.55329075699999919 5.76629599100005041, 126.55763344099999301 5.76686881800003004, 126.56198754599999745 5.76734658700002001, 126.56635102200000631 5.76772907600001972, 126.57072180199999423 5.76801610200005044, 126.57509777200000656 5.76820752900005029, 126.57947689700000637 5.7683032660000304, 126.5887706430000037 5.76807512500004993, 126.60294228099999714 5.76706792100002996, 126.61001024899999834 5.76631279400004004, 126.61973548199999584 5.76492333200001994, 126.62136755400000254 5.7646764100000496, 126.6246274249999999 5.7641557110000603, 126.62625226500000508 5.76388245600003035, 126.62840783800000111 5.76347733300003018, 126.63270374399999696 5.76262116800007007, 126.63697993600000302 5.76167132100005031, 126.64123443900000154 5.76062822800003005, 126.64546522099999493 5.75949238600003, 126.64967021200000374 5.75826435100004019, 126.65384742499999504 5.75694470400002967, 126.657994893999998 5.75553406700004011, 126.66005541699999526 5.75480809300006957, 126.66211064600000213 5.75403311000002038, 126.66619269100000622 5.75244255800004023, 126.67023908400000209 5.75076317100007017, 126.67424792699999614 5.74899573700002975, 126.67821730999999374 5.7471410960000604, 126.68214531499999964 5.74520014500007026, 126.68603006799999378 5.74317381200007038, 126.68986975299999642 5.74106304300005021, 126.69172248799999636 5.73990808700006028, 126.69363375099999303 5.73881646200004969, 126.69552042700000527 5.73772504700002983, 126.69740351299999759 5.73658715200003044, 126.69833163399999876 5.73601414500006968, 126.70064014999999813 5.73453607200003024, 126.70109758099999908 5.73423072400003964, 126.70381214299999328 5.73238631500004026, 126.70470833100000618 5.73175212800004008, 126.70692235100000289 5.73014860200003984, 126.70822990599999969 5.72916326000006038, 126.7118602879999969 5.72668454200004007, 126.71533449999999732 5.72401312400007001, 126.71874966100000393 5.72126641600005037, 126.72043381000000295 5.71988151200002992, 126.72210414699999603 5.71844572600002987, 126.72539638099999593 5.71555238100007035, 126.72862478599999747 5.71258776700005999, 126.73178782499999784 5.70955329600001971, 126.73488399800000082 5.70645040700003037, 126.73791181999999367 5.70328059000008025, 126.7408698490000063 5.70004535600002971, 126.74375669200000516 5.69674623300006022, 126.74517369599999483 5.69509097400004016, 126.74661484300000325 5.69332996700006966, 126.74944050499999548 5.68979624800005013, 126.75218599199999403 5.6861996950000302, 126.75484992200000534 5.68254211700002987, 126.75616048099999489 5.68069951300004039, 127.30688460199999668 4.88639425300005037, 127.30806083800000295 4.88465673300003989, 127.3103784820000044 4.88115496900002022, 127.31262263000000701 4.87760537900004021, 127.31479230600000108 4.87400951100005031, 127.31585205099999314 4.87221124200005029, 127.31693070699999737 4.87028826200003007, 127.31903347200000098 4.8664413520000398, 127.32105205400000614 4.86254933000004019, 127.32298548500000379 4.85861406700008036, 127.32483285399999318 4.85463741800004023, 127.32659327499999335 4.85062129600003988, 127.32826590400000555 4.84656763000003998, 127.32984996999999794 4.84247829800006002, 127.33061506200000679 4.84043791800001966, 127.331440709000006 4.83806992200004959, 127.33302408400000161 4.83334015400004002, 127.33378651300000683 4.8309654240000599, 127.33711777099999551 4.82013054200007041, 127.33756732499999487 4.81862675800005036, 127.3384429799999964 4.81561229800008039, 127.33927160499999331 4.81258448900006996, 127.34005299899999386 4.80954407000006956, 127.34078696699999966 4.80649180500005979, 127.34147333999999319 4.80342839400003996, 127.34211194899999953 4.80035459500003991, 127.34270263499999487 4.79727117900006039, 127.34298348900000519 4.79574133500006017, 127.34316170600000362 4.7946942220000297, 127.34350240599999893 4.7926266630000196, 127.34366735199999709 4.79159221000003033, 127.36168994499999485 4.67464352600006983, 127.36227316900000517 4.67020648600003963, 127.3632422870000056 4.6613104060000401, 127.36362815399999704 4.65685157200004962, 127.36473432299999331 4.63962931700006997, 127.36482540999999458 4.63800697100004022, 127.36498144899999829 4.63476097600004966, 127.36508519100000569 4.63151288100004965, 127.36513661200000058 4.62826351900003008, 127.36514924300000473 4.62665281400007, 127.36512477499999818 4.62444502500006038, 127.36502816200000154 4.62005887500003976, 127.36483621799999355 4.6156758740000301, 127.36454903499999602 4.61129812600006961, 127.36416675099999907 4.60692769900003984, 127.36368955199999675 4.60256668500005972, 127.36311766900000464 4.59821717800002983, 127.36245137000000227 4.5938811990000703, 127.36209706900000072 4.5917305770000203, 127.36169902899999329 4.58960144900003986, 127.36086276199999645 4.58537964600003978, 127.35993664999999453 4.58117677000007006, 127.35892112099999451 4.57699474600002976, 127.3578166399999958 4.57283548900006043, 127.35662371499999779 4.56870090300003984, 127.35534290100000021 4.56459290600002987, 127.35397477200000083 4.5605133320000304, 127.35327050600000121 4.55848520100004961, 127.09418567699999869 3.83642166200002022, 128.68211905300000808 2.81486427600004019, 128.68514743399998679 2.8128325680000299, 128.69112619200001291 2.80866133900003012, 128.69407778600000825 2.80652103400006991, 128.69640775400000621 2.80476581700003003, 128.69859555499999715 2.80306975000002012, 128.70292370399999982 2.79961750000006981, 128.70506003700000974 2.79786470300006984, 128.70704061800000773 2.7961485710000602, 128.71094859999999471 2.79267182600005981, 128.71476501800000847 2.78909374600005, 128.71848729100000241 2.78541674900003011, 128.7203245670000058 2.78355383000006995, 128.72395005399999945 2.77978051400004, 128.72469076900000573 2.77900127700001986, 128.72616382699999349 2.77743488400005978, 128.72689614699999083 2.7766477530000202, 128.73434487899999112 2.76855493000004982, 128.73597768100000849 2.76673699400003992, 128.7391987620000009 2.76306164700002999, 128.74078303799998935 2.76120903500003978, 128.74175294400001235 2.76002843200007009, 128.74366691899999182 2.75766220300004994, 128.74461482699999237 2.75647198600006993, 128.8457077520000098 2.62752837300008002, 128.84681004199998711 2.62609586900004022, 128.84898908200000278 2.62321072100001995, 128.85111607700000036 2.62028656400002991, 128.8531903399999976 2.61732434200007003, 128.85521119899999576 2.6143250150000199, 128.857177992000004 2.61128956500005005, 128.85909008799998787 2.60821896900006012, 128.8609468589999949 2.60511423200005998, 128.86185800199999107 2.60355926300002016, 128.86252898600000094 2.60237173800003996, 128.86384836400000609 2.59999929400003982, 128.86450009099999647 2.59880856500006985, 128.86560483400000976 2.59675746600004009, 128.86646791100000087 2.59511916100007012, 128.86816389000000527 2.59182680300005996, 128.86979921599998988 2.58850355900005979, 128.87137333499998704 2.58515055400004989, 128.87288572400001385 2.58176890300007011, 128.87433584400000086 2.57835981000004999, 128.8757232050000141 2.57492443500006996, 128.87704735899998809 2.57146389000007991, 128.87769111099999009 2.56973428000002979, 128.87797994499999277 2.56892525800004012, 128.8785459069999888 2.56731843100005008, 128.87882549099998641 2.56651384600001986, 128.8795782269999961 2.56431778200005001, 128.881583231999997 2.5577476470000402, 128.88514228299999331 2.5444850330000599, 128.88669633999998609 2.53779254400006993, 128.88731685400000515 2.5346369750000699, 128.887739952000004 2.53262719700007022, 128.88808039299999564 2.53093880200004007, 128.88873245199999928 2.52755645300005005, 128.88904277500000717 2.52586990100002007, 128.88923511400000166 2.52473432400006015, 128.8896044130000007 2.52247590100005992, 128.88978267799998889 2.52134560800005003, 128.89013188399999876 2.51904698300007013, 128.89034941299999559 2.51753864700003982, 128.89076172700001166 2.51451873600007003, 128.89095650499999124 2.51300721600006005, 128.89297014699999977 2.4963939160000499, 128.89306333499999369 2.49559873200007987, 128.89324341899998672 2.49400758000007006, 128.89333030500000632 2.4932117070000599, 128.89801449899999852 2.44866974600006015, 128.89828680900001245 2.4456439490000399, 128.89874043500000766 2.43958531900005982, 128.8989216880000015 2.43655380000007016, 128.93504784399999608 1.62876345000006006, 129.27453312000000096 0.91402144200003499, 130.65609146799999962 0.74718211500004394, 131.11570139599999152 1.22830620100007004, 131.11887666499998772 1.23148367800006997, 131.12395923599999037 1.23634673600002998, 131.12444543199998748 1.23680882400004011, 131.12512748599999668 1.23745272700005993, 131.12551077899999541 1.23782193900006998, 131.12842177799998922 1.24051693200004998, 131.13226644200000237 1.24393740200003, 131.13421228600000745 1.24562421300003989, 131.13589546000000041 1.24701463300005, 131.13929498300001342 1.24976101700002995, 131.14275324299998715 1.2524321120000601, 131.14626856500001395 1.25502662400004006, 131.14983928500001298 1.25754332500003008, 131.15346371499998668 1.25998102700004, 131.15714011800000094 1.26233856000005007, 131.16086675599999012 1.26461481000007003, 131.16274391400000354 1.2657333480000299, 131.16464185699999234 1.26680869400008, 131.16846360799999616 1.26891915900005992, 131.17233019700000796 1.27094520300005009, 131.17623978599999646 1.2728858630000599, 131.1801905179999892 1.27474021800003001, 131.18418050099998595 1.27650738000005992, 131.18820783000001029 1.27818650500006004, 131.19227061099999787 1.27977680400004989, 131.19431174199999646 1.28055005800006994, 131.1967322860000138 1.28140157000007004, 131.20159650200000101 1.28304253600003992, 131.20403904299999454 1.2838315770000599, 131.20714704700000652 1.28479147000006999, 131.20862122700000896 1.28523429300003, 131.21157614699998817 1.2860970280000299, 131.21454387599999336 1.28691385400003, 131.21752379000000133 1.28768460200007007, 131.22051518899999678 1.2884090860000601, 131.22351727399998822 1.28908711300005008, 131.22804299800000649 1.28999928300003996, 131.22867426299998783 1.29010921800004996, 131.23600416100001098 1.29136137100005, 131.24184474800000544 1.29218143000003005, 131.2461780719999922 1.29265911600004002, 131.2505207519999999 1.29304154100003998, 131.25487065600000847 1.29332851600003007, 131.25922572700000046 1.29351990800005989, 131.26358392899999217 1.29361562800004992, 131.26794316699999854 1.29361562800004992, 131.27230136899999025 1.29351990800005989, 131.27665644000001066 1.29332851600003007, 131.2810063439999908 1.29304154100003998, 131.28534902399999851 1.29265911600004002, 131.28968234800001369 1.29218143000003005, 131.29400426300000504 1.29160870900006008, 131.2983127560000014 1.29094122300006009, 131.30046279999999115 1.29058392900004004, 131.30151803399999721 1.29039076600003, 131.30362521000000697 1.28999327000002006, 131.30467774199999553 1.28978883200005989, 131.307503214999997 1.28922418600006994, 131.30937472799999455 1.28883141200003992, 131.31310992900000656 1.2880098930000401, 131.31682881300000076 1.28711659400004996, 131.32053004599998758 1.28615183500006003, 131.32421225199999526 1.28511597500005004, 131.32787409499999853 1.2840093890000599, 131.33151424799999063 1.28283247600007, 131.33513134000000377 1.28158568200006995, 131.33693283499999893 1.28094528000003005, 131.33859290099999839 1.28032028400003006, 131.34189954499998976 1.27904160400004008, 131.34518313399999556 1.27770412900002994, 131.34844265899999982 1.27630827100005995, 131.35167710499999316 1.27485446300005001, 131.35488541099999793 1.27334318100002997, 131.35806658800001401 1.27177489400002997, 131.36121964500000558 1.2701500890000299, 131.36278902000000812 1.26932361800004001, 131.36572743900001115 1.26774262500004009, 131.36716213599999037 1.26695544500005997, 131.37001862299999289 1.26535753200005008, 131.37143890300001203 1.26454767300004001, 131.37312363600000253 1.26354637100007006, 131.37647032000000991 1.26151256100006992, 131.379776808999992 1.25941324700005008, 131.38304187099998899 1.25724921200003004, 131.38626423400000931 1.25502129800002993, 131.38944267400000854 1.2527303520000701, 131.39257597200000305 1.25037725200002003, 131.39566292300000327 1.2479629030000301, 131.39719468199999142 1.24674051300001998, 131.40024604800001384 1.24425611000003999, 131.40094294599998648 1.24368345600004004, 131.40233163700000318 1.24253181400007007, 131.40302172099998756 1.24195426900007999, 131.40467770600000108 1.24052433000002993, 131.40795495300000084 1.23763130500004004, 131.41116870999999833 1.23466700800002993, 131.41431744799999137 1.2316328490000501, 131.41739967899999897 1.22853025900002, 131.42041391300000441 1.2253607420000201, 131.42335871500000621 1.22212580600006993, 131.42623270900000421 1.21882696600004992, 131.42765015500000914 1.21716377300003997, 131.42876016499999992 1.21580836100003009, 131.4309532000000047 1.21308232100006008, 131.43309865599999853 1.21031820700005999, 131.43519589499999256 1.20751684100003009, 131.43623237299999573 1.20610695700003001, 131.43871852300000569 1.2026627170000701, 131.44022875799998928 1.20051179400002006, 131.4431927329999894 1.19617088300003993, 131.44604272600000172 1.19175334300006996, 131.44877680100000816 1.18726217700004, 131.45011316000000079 1.18500111200007008, 131.45118368100000339 1.18308669800007005, 131.45328010700001187 1.17923994100005003, 131.45529266299999449 1.17534805300004996, 131.45722037699999873 1.17141291400003, 131.45906233299999144 1.16743639900005003, 131.46081766899999366 1.16342036900004997, 131.4610651579999967 1.16281886900003006, 132.27131396699999755 -0.13874582099992899, 132.42599510100001226 -0.141689011999972, 132.42822639199999912 -0.14175656699995901, 132.4326881179999873 -0.14194190399996401, 132.43491735200001358 -0.14205963799997801, 132.65120010100000059 -0.15592139899996499, 134.16899695199998632 1.09507930400001996, 134.17057625300000723 1.09635381300006007, 134.17376493899999446 1.09887411700004001, 134.17700377700001013 1.10132877400001994, 134.18029143699999395 1.1037167780000301, 134.18362657599999466 1.10603715100006994, 134.18700779400001011 1.10828891900006998, 134.19043369999999982 1.11047115700006005, 134.19390290800001253 1.11258298300003999, 134.1956494570000018 1.11362193500003004, 134.19754750600000648 1.1146973930000299, 134.20136905699999375 1.11680784200006999, 134.20523543600000949 1.11883386800002005, 134.2091448170000092 1.1207745150000501, 134.21309532800000852 1.12262885200005003, 134.21708509699999468 1.12439600100004, 134.22111223499999255 1.12607512400006993, 134.22517479600000456 1.12766541100006989, 134.22721565300000179 1.12843859900005006, 134.22927084599999148 1.12916610400003004, 134.23339846400000397 1.13057650100005991, 134.23755568900000412 1.13189592900005009, 134.24174050799999236 1.13312375000003995, 134.24595094299999687 1.13425938500005996, 134.25018499399999428 1.13530229300005003, 134.2544406350000088 1.13625197700002989, 134.25871585600000913 1.13710798700004001, 134.26085861999999338 1.13751261000003989, 134.26300859299999502 1.13786991100005008, 134.26731684399999267 1.13853739300003998, 134.27163857499999722 1.13911011600004008, 134.27597165599999585 1.13958779800003995, 134.28031404099999691 1.13997021500005991, 134.28466370000001007 1.14025718900006989, 134.28901854000000071 1.14044858100003998, 134.29337649600000759 1.14054430000003992, 134.30296726899999271 1.14029115900006994, 134.31774896199999603 1.13918435800002005, 134.32511931600001276 1.1383546420000199, 134.37123298399998816 1.13141023800005991, 134.372517227000003 1.13120822400003007, 134.37508317699999338 1.13078736400007007, 134.37636430200001314 1.13056861900002992, 134.3785070630000007 1.13016399600002004, 134.38278227300000367 1.1293079860000701, 134.38703790100001356 1.12835830400006998, 134.39127194200000304 1.12731539600002995, 134.39548237500000027 1.12617975900001999, 134.39966718299999116 1.1249519380000399, 134.40382438599999659 1.12363251400006003, 134.40795199600000842 1.12222211700003993, 134.4100071919999948 1.12149460900001996, 134.41204803700000525 1.12072142400007002, 134.41611058999998818 1.11913113800005992, 134.42013770899998804 1.11745202000002997, 134.42412746900001252 1.11568487200003008, 134.42807799199999863 1.11383052500002999, 134.43198736400000826 1.11188987900004999, 134.43585371800000416 1.10986386200005005, 134.43967526099999077 1.10775341300006991, 134.44157332000000338 1.10667794700004007, 134.44345016400001214 1.10555954100005005, 134.44717660099999534 1.10328330700003008, 134.45085280200001421 1.10092579500001997, 134.45447703900001102 1.09848811000006008, 134.45804759200001399 1.09597141000005993, 134.46156273099998657 1.0933769150000201, 134.46502078899999333 1.09070585400002007, 134.46842013700000962 1.08795948900006989, 134.47010347299999466 1.0865688690000801, 134.47175914300001409 1.08513913500001991, 134.47503622900001119 1.08224612800006992, 134.47824983900000007 1.07928183900003005, 134.48139842500000896 1.07624769600004999, 134.48448049999998943 1.07314513500006004, 134.48749459199999023 1.06997563500005, 134.49043925099999797 1.06674072500005002, 134.49331311399998867 1.06344190200002009, 134.49473073699999759 1.06177842800002997, 134.496034815999991 1.0601809400000699, 134.49860723399999074 1.05696285300007009, 134.50111343200001102 1.05369228700005002, 134.50355238399998825 1.0503705810000401, 134.50475351800000112 1.0486991060000701, 135.40931899500000668 -0.237985510999977, 135.94811800599998719 -0.52050619099992401, 135.95003064599998766 -0.52153568199997802, 135.95383528700000397 -0.52363733199996398, 135.95572711599999138 -0.52470944999993197, 135.95751824499998861 -0.52577565599995102, 135.96107976799999051 -0.52794643499993299, 135.9645955889999982 -0.53019146099995895, 135.96806417100000886 -0.53250975199995298, 135.96978543399998784 -0.53368637099993099, 136.47102848200000835 -0.88399982999993698, 137.96971995900000252 -1.25887381799992992, 138.74519658899998831 -1.37494832599997996, 138.74653142299999331 -1.37515717699994999, 138.74920079899999337 -1.37559345199997995, 138.7505348319999996 -1.3758208219999799, 138.75267649899998901 -1.37622515399993994, 138.75695213500000591 -1.37708103399995996, 138.76120819400000528 -1.37803057299993004, 138.76544267500000274 -1.37907332499998003, 138.76965355900000532 -1.38020879199995994, 138.77383882500001278 -1.38143643099994007, 138.77799649199999976 -1.38275565999993, 138.78212457800000834 -1.38416584999993009, 138.78418246800001157 -1.38489414799993993, 138.78567866099999151 -1.38545586699995993, 138.78866490199999362 -1.38660443499992003, 138.79163250299998822 -1.38780092999997007, 138.79458071400000563 -1.38904504999994005, 138.79750878499999089 -1.39033647999997001, 138.80041594700000473 -1.39167487799994993, 138.80330146700001137 -1.39305990899993004, 138.80616460600001005 -1.39449121699993994, 138.80758796300000313 -1.39521708099994002, 140.22364254300001107 -2.13088985799993003, 140.66288489499999059 -2.24466815499993988, 140.66522838399998818 -2.24530538999994, 140.66990147600000682 -2.24663752599997002, 140.6745410419999871 -2.24808346299994, 140.67914431500000205 -2.24964233699994987, 140.68143887299999051 -2.25045075099995984, 140.683871173 -2.25137745699993008, 140.68871563499999411 -2.25329603699992997, 140.69112470400000348 -2.25428673199996998, 141.01155024900000967 -2.39091907699997996))",Celebes Sea,1000000,10000000
CURVE_TS_04,"MultiLineString ((141.01155024900000967 -2.39091907699997996, 141.01110445599999821 -2.39178645599998019, 141 -2.59166666699996995, 141.00132777799998962 -2.60481666699996994))",Celebes Sea,1000000,10000000
CURVE_TS_05,"MultiLineString ((141.01944444399998702 -9.12777777799994006, 141.01944444399998702 -9.13555555599993063))",Arafura Sea,1000000,10000000
